result,spieler,matchesplayed,minutesplayed,team,land,q,gebdat,pos,laenderspiele,laenderspieltore,quelle,tore,assists,attemptsontarget,attemptsofftarget,attemptsblocked,foulscommited,foulssuffered,yellowcards,passes,passescomplete
717,Daurenbek Tazhimbetov,1,90,Kazakhstan,Kasachstan,nq,31230,Angriff,5,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=250008546/index.html,,,0,0,0,1,2,0,23,19
719,Javid Taghiyev,1,90,Azerbaijan,Azerbaijan,nq,33807,Mittelfeld,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250017444/index.html,,,1,1,1,1,2,0,39,34
740,Aleksandar Todorovski,1,90,FYR Macedonia,Mazedonien,nq,30738,Verteidigung,16,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=68551/index.html,,,0,0,0,1,1,0,48,42
741,Vadim Bolohan,1,90,Moldova,Moldawien,nq,31639,Verteidigung,15,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=68193/index.html,,,0,0,0,1,2,0,18,14
753,Naser Aliji,1,90,Albania,Albanien,q,34330,Verteidigung,4,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250061470/index.html,,,0,0,0,1,2,1,26,22
757,James Collins,1,90,Wales,Wales,q,30551,Verteidigung,47,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=52827/index.html,,,0,0,0,1,0,0,38,33
761,Fabian Lustenberger,1,90,Switzerland,Schweiz,q,32265,Mittelfeld,3,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1905562/index.html,,,0,0,0,1,1,0,66,64
762,Milan Jovanović,1,90,Montenegro,Montenegro,nq,30518,Verteidigung,35,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1906073/index.html,,,0,1,0,1,0,0,42,38
765,Juhani Ojala,1,90,Finland,Finnland,nq,32678,Verteidigung,12,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1907596/index.html,,,0,0,0,1,0,0,38,34
767,Hrvoje Milić,1,90,Croatia,Kroatien,q,32638,Verteidigung,6,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250024263/index.html,,,0,0,1,1,2,0,47,42
769,Craig Forsyth,1,90,Scotland,Schottland,nq,32563,Verteidigung,4,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250036245/index.html,,,1,0,0,1,1,0,26,18
772,Luca Zuffi,1,90,Switzerland,Schweiz,q,32959,Mittelfeld,4,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=108762/index.html,,,0,1,2,1,0,0,67,64
773,Benedikt Höwedes,1,90,Germany,Deutschland,q,32202,Verteidigung,34,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=108131/index.html,,,0,0,0,1,1,0,66,65
776,César Azpilicueta,1,90,Spain,Spanien,q,32748,Verteidigung,14,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=103827/index.html,,,0,1,0,1,2,0,44,39
777,Alexandru Măţel,1,90,Romania,Rumänien,q,32798,Verteidigung,16,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=104663/index.html,,,0,0,0,1,1,0,23,21
780,Savo Pavićević,1,90,Montenegro,Montenegro,nq,29566,Verteidigung,38,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=105825/index.html,,,1,0,0,1,0,0,30,24
785,Nacho,1,90,Spain,Spanien,q,32891,Verteidigung,4,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1900122/index.html,,,0,0,0,1,0,0,34,34
786,Mikel San José,1,90,Spain,Spanien,q,32658,Verteidigung,6,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1902636/index.html,,,0,0,1,1,0,1,44,43
790,Balázs Balogh,1,90,Hungary,Ungarn,q,33035,Mittelfeld,1,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250054443/index.html,,,0,0,0,1,2,0,46,40
794,Christophe Berra,2,91,Scotland,Schottland,nq,31078,Verteidigung,33,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=72381/index.html,,,0,1,0,1,2,0,44,43
796,Serghei Istrati,2,92,Moldova,Moldawien,nq,32362,Angriff,3,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250037544/index.html,,,0,0,0,1,1,0,19,17
801,Sejad Salihović,2,95,Bosnia and Herzegovina,Bosnien,nq,30963,Mittelfeld,47,4,http://www.uefa.com/uefaeuro/season=2016/teams/player=98965/index.html,,,0,1,0,1,3,0,45,41
804,Graham Dorrans,2,96,Scotland,Schottland,nq,31902,Mittelfeld,12,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=103102/index.html,,,0,0,1,1,0,0,65,61
805,Alen Halilović,2,97,Croatia,Kroatien,q,35234,Mittelfeld,9,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250054373/index.html,,,1,3,0,1,1,0,53,48
815,Daryl Janmaat,2,103,Netherlands,Niederlande,nq,32711,Verteidigung,27,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250003563/index.html,,,0,1,0,1,1,0,51,48
816,Mykola Morozyuk,2,104,Ukraine,Ukraine,q,32159,Verteidigung,13,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=98125/index.html,,,0,0,0,1,2,0,57,47
820,Stathis Aloneftis,3,106,Cyprus,Zypern,nq,30404,Mittelfeld,61,10,http://www.uefa.com/uefaeuro/season=2016/teams/player=48517/index.html,,,1,0,0,1,3,0,34,26
824,Aleksandr Kerzhakov,3,109,Russia,Russland,q,30282,Angriff,89,29,http://www.uefa.com/uefaeuro/season=2016/teams/player=57316/index.html,,,0,2,1,1,1,0,13,11
840,Cătălin Carp,3,118,Moldova,Moldawien,nq,34262,Verteidigung,9,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250005661/index.html,,,0,4,0,1,0,0,50,41
842,Páll Klettskard,2,120,Faroe Islands,Faroe Islands,nq,33010,Angriff,10,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=103191/index.html,,,0,0,0,1,0,0,9,7
844,Ryan McGivern,2,121,Northern Ireland,Nordirland,q,32881,Verteidigung,23,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=103796/index.html,,,0,0,0,1,1,0,19,14
846,Avraham Rikan,2,121,Israel,Israel,nq,32396,Mittelfeld,5,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=97870/index.html,,,1,2,1,1,2,1,59,54
850,Simon Poulsen,2,122,Denmark,Dänemark,nq,30962,Verteidigung,34,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=67840/index.html,,,0,0,1,1,0,0,36,33
851,Esteban Saveljich,2,122,Montenegro,Montenegro,nq,33378,Verteidigung,4,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250083201/index.html,,,0,0,0,1,0,0,30,27
854,Robert Guilling,3,125,Gibraltar,Gibraltar,nq,29508,Verteidigung,9,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250057184/index.html,,,0,1,0,1,0,0,21,18
871,Dato Kvirkvelia,2,135,Georgia,Georgien,nq,29399,Verteidigung,59,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=62705/index.html,,,0,0,0,1,0,1,29,23
873,Georgi Terziev,2,136,Bulgaria,Bulgarien,nq,33712,Verteidigung,8,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250004238/index.html,,,0,0,0,1,2,0,76,69
874,Pavel Mamaev,3,136,Russia,Russland,q,32403,Mittelfeld,12,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=106215/index.html,,,0,1,0,1,4,1,104,96
875,Ardian Cuculi,2,136,FYR Macedonia,Mazedonien,nq,31977,Verteidigung,6,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=103387/index.html,,,0,0,0,1,0,0,47,38
879,Rógvi Baldvinsson,5,140,Faroe Islands,Faroe Islands,nq,32848,Verteidigung,23,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=250011810/index.html,,,1,2,0,1,4,1,34,27
881,Bernardo Silva,2,141,Portugal,Portugal,q,34556,Mittelfeld,6,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250059115/index.html,,,0,2,0,1,1,0,59,52
884,Todor Nedelev,5,143,Bulgaria,Bulgarien,nq,34007,Mittelfeld,10,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250012782/index.html,,,0,2,0,1,1,0,50,39
887,Paddy McNair,3,148,Northern Ireland,Nordirland,q,34816,Verteidigung,9,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250042799/index.html,,,0,2,0,1,0,0,40,36
888,Bjorn Kristensen,5,148,Malta,Malta,nq,34064,Mittelfeld,13,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250014399/index.html,,,0,0,1,1,0,0,60,48
893,John Sergeant,3,151,Gibraltar,Gibraltar,nq,34757,Verteidigung,11,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250066497/index.html,,,0,0,1,1,1,0,14,12
905,Vladimir Rodić,2,157,Montenegro,Montenegro,nq,34219,Mittelfeld,5,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250085612/index.html,,,0,0,0,1,1,1,35,25
908,Niklas Kieber,5,161,Liechtenstein,Liechtenstein,nq,34032,Angriff,9,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1906098/index.html,,,0,0,0,1,1,1,34,30
912,Andrea Barzagli,2,162,Italy,Italien,q,29714,Verteidigung,56,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=74055/index.html,,,0,1,0,1,0,0,151,141
914,Aleksandr Samedov,2,163,Russia,Russland,q,30882,Mittelfeld,29,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=72363/index.html,,,2,0,0,1,2,0,57,49
921,Edmar,3,170,Ukraine,Ukraine,q,29388,Mittelfeld,15,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=1905835/index.html,,,2,2,0,1,3,1,67,60
925,Ben Sahar,4,173,Israel,Israel,nq,32730,Angriff,38,6,http://www.uefa.com/uefaeuro/season=2016/teams/player=99173/index.html,,,4,0,1,1,6,0,34,28
935,Vitalie Bordian,2,180,Moldova,Moldawien,nq,30905,Verteidigung,41,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=59037/index.html,,,0,0,0,1,4,0,75,55
951,Anatoli Bogdanov,2,180,Kazakhstan,Kasachstan,nq,29744,Mittelfeld,14,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250018803/index.html,,,1,1,0,1,0,0,44,40
954,Marco Berardi,2,180,San Marino,San Marino,nq,34012,Verteidigung,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250011891/index.html,,,0,0,0,1,3,1,14,11
962,Luke Shaw,2,180,England,England,q,34892,Verteidigung,6,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250042705/index.html,,,0,0,0,1,1,0,117,111
967,Dani Carvajal,2,180,Spain,Spanien,q,33614,Verteidigung,5,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250024448/index.html,,,0,1,0,1,0,0,100,95
972,Miral Samardžić,3,181,Slovenia,Slowenien,nq,31825,Verteidigung,9,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=101949/index.html,,,0,1,0,1,2,0,123,117
975,Jeremain Lens,4,182,Netherlands,Niederlande,nq,32105,Angriff,31,8,http://www.uefa.com/uefaeuro/season=2016/teams/player=106777/index.html,,,2,1,1,1,5,0,52,45
983,Martin Braithwaite,3,187,Denmark,Dänemark,nq,33394,Angriff,14,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250013677/index.html,,,0,1,1,1,1,0,34,30
993,Deividas Česnauskis,3,192,Lithuania,Litauen,nq,29767,Mittelfeld,63,4,http://www.uefa.com/uefaeuro/season=2016/teams/player=34789/index.html,,,0,0,0,1,4,2,37,31
994,Giannis Fetfatzidis,3,193,Greece,Griechenland,nq,33228,Mittelfeld,25,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=250014583/index.html,,,2,1,0,1,3,1,72,61
1004,Shane Ferguson,5,200,Northern Ireland,Nordirland,q,33431,Mittelfeld,25,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=1908076/index.html,,,0,0,0,1,5,1,46,41
1005,Steve von Bergen,3,200,Switzerland,Schweiz,q,30477,Verteidigung,50,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=62652/index.html,,,0,0,0,1,1,0,104,98
1007,Sergei Politevich,3,201,Belarus,Belarus,nq,32972,Verteidigung,10,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=102956/index.html,,,0,2,1,1,0,0,79,70
1008,Marc Bartra,3,202,Spain,Spanien,q,33253,Verteidigung,9,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250010245/index.html,,,0,0,0,1,3,0,194,182
1013,Taron Voskanyan,3,204,Armenia,Armenien,nq,34022,Verteidigung,13,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250013015/index.html,,,2,0,0,1,0,0,31,29
1017,Artur Sarkisov,4,206,Armenia,Armenien,nq,31959,Angriff,33,4,http://www.uefa.com/uefaeuro/season=2016/teams/player=250039861/index.html,,,1,2,1,1,6,0,32,28
1031,Olcay Şahan,4,217,Turkey,Türkei,q,31923,Mittelfeld,24,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=250035057/index.html,,,2,1,0,1,2,0,83,66
1048,Kaj Bartalsstovu,5,235,Faroe Islands,Faroe Islands,nq,33412,Mittelfeld,7,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250020317/index.html,,,0,2,1,1,3,1,72,62
1063,Kostas Fortounis,4,255,Greece,Griechenland,nq,33893,Mittelfeld,19,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=250017753/index.html,,,0,5,2,1,9,0,81,70
1066,Nemanja Nikolić,4,258,Montenegro,Montenegro,nq,32143,Mittelfeld,10,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1903365/index.html,,,2,9,0,1,5,0,106,96
1076,Yves Oehri,4,267,Liechtenstein,Liechtenstein,nq,31851,Verteidigung,50,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=97693/index.html,,,0,0,0,1,3,0,91,64
1103,Sebastian Rudy,4,274,Germany,Deutschland,q,32932,Verteidigung,11,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250002180/index.html,,,2,0,0,1,1,0,181,171
1106,Stefanos Athanasiadis,5,278,Greece,Griechenland,nq,32501,Angriff,12,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=108848/index.html,,,1,4,1,1,0,0,21,18
1116,Vangelis Moras,4,290,Greece,Griechenland,nq,29824,Verteidigung,26,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=68520/index.html,,,0,0,0,1,6,1,150,147
1140,Aleksandr Hleb,4,320,Belarus,Belarus,nq,29707,Mittelfeld,73,6,http://www.uefa.com/uefaeuro/season=2016/teams/player=41331/index.html,,,0,1,0,1,5,0,160,141
1177,Martin Rechsteiner,4,360,Liechtenstein,Liechtenstein,nq,32554,Verteidigung,26,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=97971/index.html,,,0,0,0,1,9,1,104,76
1192,Nemanja Nikolić,9,370,Hungary,Ungarn,q,32143,Mittelfeld,10,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1903365/index.html,,,2,9,0,1,5,0,106,96
1209,Jamie Robba,5,390,Gibraltar,Gibraltar,nq,33537,Torwart,7,21,http://www.uefa.com/uefaeuro/season=2016/teams/player=250057188/index.html,,,0,0,0,1,2,0,140,57
1221,Antreas Makris,6,405,Cyprus,Zypern,nq,35030,Angriff,10,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250066488/index.html,,,1,4,2,1,4,0,89,70
1237,Nathaniel Clyne,6,433,England,England,q,33333,Verteidigung,12,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250017926/index.html,,,0,2,1,1,0,1,228,202
1251,Riza Durmisi,5,444,Denmark,Dänemark,nq,34342,Verteidigung,11,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250012540/index.html,,,1,1,1,1,7,1,213,187
1276,Linas Klimavičius,5,450,Lithuania,Litauen,nq,32608,Verteidigung,10,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=102454/index.html,,,0,1,0,1,6,0,137,127
1318,Joe Ledley,7,510,Wales,Wales,q,31800,Mittelfeld,61,4,http://www.uefa.com/uefaeuro/season=2016/teams/player=74899/index.html,,,0,0,3,1,5,2,170,156
1319,Jordan Perez,6,510,Gibraltar,Gibraltar,nq,31729,Torwart,7,37,http://www.uefa.com/uefaeuro/season=2016/teams/player=250057196/index.html,,,0,0,0,1,0,0,124,56
1423,Jean Carlos Garcia,8,667,Gibraltar,Gibraltar,nq,33790,Verteidigung,13,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250070375/index.html,,,0,1,0,1,7,1,116,85
1430,Giedrius Arlauskis,8,680,Lithuania,Litauen,nq,32112,Torwart,23,26,http://www.uefa.com/uefaeuro/season=2016/teams/player=99333/index.html,,,0,0,0,1,1,0,192,119
1438,Peter Jehle,8,692,Liechtenstein,Liechtenstein,nq,29973,Torwart,119,183,http://www.uefa.com/uefaeuro/season=2016/teams/player=35064/index.html,,,0,0,0,1,4,1,264,143
1457,Aldo Simoncini,8,720,San Marino,San Marino,nq,31654,Torwart,48,181,http://www.uefa.com/uefaeuro/season=2016/teams/player=57757/index.html,,,0,0,0,1,6,0,164,76
1501,Russell Martin,9,810,Scotland,Schottland,nq,31416,Verteidigung,25,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250039592/index.html,,,0,0,0,1,3,0,338,313
1548,Matúš Kozáčik,10,900,Slovakia,Slowakei,q,30677,Torwart,17,13,http://www.uefa.com/uefaeuro/season=2016/teams/player=52007/index.html,,,0,0,0,1,1,1,190,137
1577,Andriy Pyatov,12,1035,Ukraine,Ukraine,q,30861,Torwart,64,40,http://www.uefa.com/uefaeuro/season=2016/teams/player=67855/index.html,,,0,0,0,1,1,0,308,228
360,Ričardas Beniušis,1,1,Lithuania,Litauen,nq,29334,Angriff,31,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=59218/index.html,,,0,0,0,2,0,0,,
444,Branislav Janković,1,13,Montenegro,Montenegro,nq,33642,Mittelfeld,1,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250024315/index.html,,,0,0,0,2,0,0,3,3
470,Petar Grbić,1,16,Montenegro,Montenegro,nq,32362,Mittelfeld,7,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250008924/index.html,,,0,0,0,2,0,0,2,2
488,Viorel Frunză,1,20,Moldova,Moldawien,nq,29195,Angriff,37,7,http://www.uefa.com/uefaeuro/season=2016/teams/player=56285/index.html,,,0,0,0,2,1,0,1,1
491,Leroy Fer,2,21,Netherlands,Niederlande,nq,32878,Mittelfeld,11,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=108916/index.html,,,1,0,0,2,0,0,18,16
506,Paddy McCourt,1,23,Northern Ireland,Nordirland,q,30666,Mittelfeld,18,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=66743/index.html,,,0,1,0,2,0,0,17,14
510,Roman Bezus,1,24,Ukraine,Ukraine,q,33142,Mittelfeld,19,4,http://www.uefa.com/uefaeuro/season=2016/teams/player=250008023/index.html,,,0,1,0,2,1,1,8,8
546,Guga Palavandishvili,1,32,Georgia,Georgien,nq,34195,Mittelfeld,1,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250084865/index.html,,,0,0,0,2,0,0,40,39
547,Jores Okore,1,33,Denmark,Dänemark,nq,33827,Verteidigung,10,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250020893/index.html,,,0,0,0,2,1,0,31,31
550,Sébastien Pocognoli,1,34,Belgium,Belgien,q,31990,Verteidigung,13,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=74681/index.html,,,0,1,0,2,0,0,20,19
576,Oleg Ivanov,1,45,Russia,Russland,q,31628,Mittelfeld,5,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=91365/index.html,,,0,1,0,2,1,0,18,17
577,Bruno Soriano,1,45,Spain,Spanien,q,30845,Mittelfeld,8,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=93936/index.html,,,0,0,0,2,1,0,68,67
595,Giorgi Papunashvili,2,49,Georgia,Georgien,nq,34944,Mittelfeld,3,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250041125/index.html,,,1,0,0,2,4,1,29,25
611,Ömer Toprak,1,59,Turkey,Türkei,q,32710,Verteidigung,23,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=250000927/index.html,,,0,0,0,2,1,2,35,30
614,Deimantas Petravičius,3,60,Lithuania,Litauen,nq,34944,Mittelfeld,7,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250023121/index.html,,,0,0,1,2,1,1,16,15
618,Kakhi Makharadze,1,63,Georgia,Georgien,nq,32070,Mittelfeld,4,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=97701/index.html,,,0,0,0,2,0,1,9,8
620,Ritvars Rugins,1,63,Latvia,Lettland,nq,32798,Mittelfeld,24,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250001659/index.html,,,0,0,0,2,2,0,17,15
622,Maor Melikson,2,64,Israel,Israel,nq,30985,Mittelfeld,21,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=99790/index.html,,,0,0,1,2,3,0,66,60
625,Daniel Duarte,2,65,Gibraltar,Gibraltar,nq,29153,Verteidigung,5,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250057195/index.html,,,0,0,0,2,0,0,19,18
627,Elnur Jafarov,1,67,Azerbaijan,Azerbaijan,nq,35517,Angriff,1,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250056340/index.html,,,0,0,0,2,3,0,15,11
630,Nektarios Alexandrou,4,69,Cyprus,Zypern,nq,30669,Mittelfeld,32,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=48516/index.html,,,0,0,0,2,1,0,16,14
637,Jordy Clasie,1,70,Netherlands,Niederlande,nq,33416,Mittelfeld,15,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1909094/index.html,,,0,0,0,2,1,0,57,54
638,Gergely Rudolf,1,70,Hungary,Ungarn,q,31115,Angriff,28,10,http://www.uefa.com/uefaeuro/season=2016/teams/player=62072/index.html,,,1,1,0,2,0,0,14,10
642,Kyrylo Kovalchuk,2,71,Ukraine,Ukraine,q,31574,Mittelfeld,4,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1903872/index.html,,,0,1,0,2,2,0,31,29
644,Mateusz Klich,1,71,Poland,Polen,q,33067,Mittelfeld,10,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250005583/index.html,,,1,0,0,2,0,1,71,67
655,Artjom Artjunin,1,74,Estonia,Estland,nq,32897,Verteidigung,6,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250001706/index.html,,,1,0,0,2,1,0,46,43
663,Luca Antonelli,1,77,Italy,Italien,q,31819,Verteidigung,12,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=109131/index.html,,,0,0,0,2,0,0,24,22
669,Baže Ilijoski,2,80,FYR Macedonia,Mazedonien,nq,30872,Angriff,13,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250049925/index.html,,,0,0,0,2,0,0,17,10
672,Linas Pilibaitis,1,82,Lithuania,Litauen,nq,31142,Mittelfeld,28,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=63907/index.html,,,1,0,0,2,3,0,28,27
674,Robin Gubser,7,83,Liechtenstein,Liechtenstein,nq,33345,Mittelfeld,20,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250059270/index.html,,,0,1,0,2,1,0,19,16
675,Philippe Erne,1,83,Liechtenstein,Liechtenstein,nq,31760,Angriff,24,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=63605/index.html,,,0,0,0,2,2,1,15,12
695,Radosav Petrović,1,90,Serbia,Serbien,nq,32575,Mittelfeld,44,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=250002316/index.html,,,1,0,0,2,1,0,52,48
711,Dejan Lovren,1,90,Croatia,Kroatien,q,32694,Verteidigung,30,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=97219/index.html,,,0,3,0,2,1,0,49,46
747,Nélson Semedo,1,90,Portugal,Portugal,q,34289,Verteidigung,1,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250086090/index.html,,,0,0,0,2,2,1,34,28
754,Aleksandar Damchevski,1,90,FYR Macedonia,Mazedonien,nq,33929,Verteidigung,4,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250064676/index.html,,,0,0,0,2,0,1,12,11
764,Thiago Alcántara,1,90,Spain,Spanien,q,33339,Mittelfeld,9,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1906776/index.html,,,0,1,0,2,3,1,65,61
771,Jordan Lukaku,1,90,Belgium,Belgien,q,34540,Verteidigung,4,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250039742/index.html,,,0,0,0,2,2,1,47,45
775,Ryan Bertrand,1,90,England,England,q,32725,Verteidigung,8,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=103869/index.html,,,0,0,0,2,0,0,63,59
779,Zsolt Korcsmár,1,90,Hungary,Ungarn,q,32517,Verteidigung,23,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=104038/index.html,,,0,0,0,2,0,1,18,18
787,Elvin Yunuszadä,1,90,Azerbaijan,Azerbaijan,nq,33838,Verteidigung,3,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250045955/index.html,,,0,0,0,2,0,1,63,60
789,Otar Kakabadze,1,90,Georgia,Georgien,nq,34877,Verteidigung,4,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250041121/index.html,,,0,2,0,2,1,0,46,40
793,Gabriel Tamaş,2,91,Romania,Rumänien,q,30629,Verteidigung,65,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=52136/index.html,,,0,0,0,2,1,0,,
797,Rauno Alliku,2,93,Estonia,Estland,nq,32934,Angriff,8,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1906327/index.html,,,0,1,0,2,3,0,26,18
807,Viktors Morozs,2,97,Latvia,Lettland,nq,29432,Mittelfeld,23,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=46869/index.html,,,1,1,0,2,0,0,24,21
808,Charis Mavrias,2,98,Greece,Griechenland,nq,34386,Angriff,5,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250013054/index.html,,,0,2,0,2,0,0,39,34
809,Alfred Finnbogason,5,99,Iceland,Island,q,32540,Angriff,34,8,http://www.uefa.com/uefaeuro/season=2016/teams/player=250011522/index.html,,,2,1,1,2,2,1,24,20
817,Simeon Slavchev,3,105,Bulgaria,Bulgarien,nq,34237,Mittelfeld,7,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250012779/index.html,,,0,0,0,2,2,0,42,37
818,Aleksei Schetkin,5,105,Kazakhstan,Kasachstan,nq,33379,Angriff,18,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250028701/index.html,,,2,0,1,2,1,0,34,27
821,Rajko Rotman,3,106,Slovenia,Slowenien,nq,32586,Mittelfeld,8,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250070724/index.html,,,0,3,0,2,1,0,47,42
822,Sanjin Prcić,2,107,Bosnia and Herzegovina,Bosnien,nq,34293,Mittelfeld,5,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250004276/index.html,,,1,2,0,2,0,1,62,55
825,Filip Kostić,2,109,Serbia,Serbien,nq,33909,Mittelfeld,9,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250024301/index.html,,,0,2,3,2,4,0,42,31
832,Ersan Gülüm,2,111,Turkey,Türkei,q,31914,Verteidigung,7,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250021065/index.html,,,0,0,0,2,0,0,39,36
